"","ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","ACCIDENT_TYPE","Accident Type Desc","DAY_OF_WEEK","Day Week Description","ROAD_GEOMETRY","Road Geometry Desc","SPEED_ZONE","SEVERITY","VEHICLE_TYPE","Vehicle Type Desc","LGA_NAME","LGA_NAME_ALL","Lat","Long","POSTCODE_NO","ROAD_NAME","ROAD_TYPE","ROAD_TYPE_INT","DISTANCE_LOCATION","YEAR","sev_desc"
"390113","T20200002771",2020-02-06,08:00:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.8705825,145.0338505,3161,"NORMANBY","ROAD","ROAD",10,2020,"Other injury accident"
"390124","T20200002792",2020-02-06,12:00:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",3,"13","Bicycle","FRANKSTON","FRANKSTON",-38.13576751,145.1240223,3199,"NEPEAN","HIGHWAY","AVENUE",0,2020,"Other injury accident"
"390139","T20200002810",2020-02-06,08:55:00,1,"Collision with vehicle",4,"Thursday",2,"T intersection","060",2,"13","Bicycle","GEELONG","GEELONG",-38.19817875,144.3626865,3217,"BARWON HEADS","ROAD","ROAD",0,2020,"Serious injury accident"
"390169","T20200002830",2020-02-06,06:00:00,1,"Collision with vehicle",4,"Thursday",1,"Cross intersection","060",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.8416742,145.0138363,3142,"ORRONG","ROAD","ROAD",0,2020,"Other injury accident"
"390176","T20200002835",2020-02-05,07:50:00,1,"Collision with vehicle",3,"Wednesday",1,"Cross intersection","060",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.84810253,145.0031863,3141,"MALVERN","ROAD","ROAD",0,2020,"Other injury accident"
"390177","T20200002835",2020-02-05,07:50:00,1,"Collision with vehicle",3,"Wednesday",1,"Cross intersection","060",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.84810253,145.0031863,3142,"MALVERN","ROAD","ROAD",0,2020,"Other injury accident"
"390178","T20200002835",2020-02-05,07:50:00,1,"Collision with vehicle",3,"Wednesday",1,"Cross intersection","060",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.84810253,145.0031863,3181,"MALVERN","ROAD","ROAD",0,2020,"Other injury accident"
"390209","T20200002864",2020-02-06,21:30:00,8,"No collision and no object struck",4,"Thursday",5,"Not at intersection","060",3,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.81540504,145.1025892,3127,"WHITEHORSE","ROAD","STREET",22,2020,"Other injury accident"
"390220","T20200002880",2020-02-06,19:07:00,6,"Vehicle overturned (no collision)",5,"Thursday",5,"Not at intersection","080",2,"13","Bicycle","MAROONDAH","MAROONDAH",-37.83248549,145.2152273,3133,"CANTERBURY","ROAD","WAY",57,2020,"Serious injury accident"
"390232","T20200002894",2020-02-06,17:00:00,1,"Collision with vehicle",4,"Thursday",5,"Not at intersection","060",3,"13","Bicycle","WANGARATTA","WANGARATTA",-36.34659027,146.3020317,3677,"WILLIAMS","ROAD","STREET",74,2020,"Other injury accident"
"390235","T20200002897",2020-02-06,12:30:00,1,"Collision with vehicle",4,"Thursday",1,"Cross intersection","070",3,"13","Bicycle","HOBSONS BAY","HOBSONS BAY",-37.85027826,144.84575,3025,"KOROROIT CREEK","ROAD","ROAD",66,2020,"Other injury accident"
"390243","T20200002905",2020-02-02,13:00:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","060",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.76209273,144.9257781,3039,"PASCOE VALE","ROAD","STREET",43,2020,"Other injury accident"
"390270","T20200002929",2020-02-07,11:35:00,1,"Collision with vehicle",5,"Friday",2,"T intersection","040",3,"13","Bicycle","DAREBIN","DAREBIN",-37.73208183,145.0050242,3072,"HIGH","STREET","AVENUE",0,2020,"Other injury accident"
"390280","T20200002933",2020-02-05,07:15:00,5,"collision with some other object",3,"Wednesday",5,"Not at intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81552139,144.9721558,3000,"EXHIBITION","STREET","LANE",16,2020,"Other injury accident"
"390314","T20200002978",2020-02-08,07:00:00,1,"Collision with vehicle",7,"Saturday",2,"T intersection","050",2,"13","Bicycle","BANYULE","BANYULE",-37.73191409,145.1254296,3093,"RANGEVIEW","ROAD","ROAD",9,2020,"Serious injury accident"
"390329","T20200002998",2020-02-08,07:15:00,9,"Other accident",6,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","KINGSTON","KINGSTON",-38.0184223,145.0958355,3195,"NEPEAN","HIGHWAY","CLOSE",24,2020,"Other injury accident"
"390330","T20200002998",2020-02-08,07:15:00,9,"Other accident",6,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","KINGSTON","KINGSTON",-38.0184223,145.0958355,3195,"NEPEAN","HIGHWAY","CLOSE",24,2020,"Other injury accident"
"390335","T20200003016",2020-01-23,17:15:00,1,"Collision with vehicle",4,"Thursday",2,"T intersection","050",3,"13","Bicycle","BANYULE","BANYULE",-37.73740076,145.1006174,3084,"BANYULE","ROAD","DRIVE",0,2020,"Other injury accident"
"390342","T20200003026",2020-02-08,21:30:00,1,"Collision with vehicle",7,"Saturday",2,"T intersection","100",1,"13","Bicycle","WARRNAMBOOL","WARRNAMBOOL",-38.35316325,142.4325126,3280,"PRINCES","HIGHWAY","ROAD",0,2020,"Fatal accident"
"390367","T20200003047",2020-02-09,10:00:00,2,"Struck Pedestrian",1,"Sunday",5,"Not at intersection","999",2,"13","Bicycle","FRANKSTON","FRANKSTON",-38.09788455,145.1257675,3198,"NEPEAN","HIGHWAY","ROAD",65,2020,"Serious injury accident"
"390376","T20200003065",2020-02-09,09:05:00,8,"No collision and no object struck",0,"Sunday",2,"T intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.83463435,144.9549159,3205,"DORCAS","STREET","PLACE",0,2020,"Other injury accident"
"390413","T20200003107",2020-02-10,08:20:00,1,"Collision with vehicle",1,"Monday",2,"T intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE,MOONEE VALLEY",-37.78875038,144.9360519,3031,"RACECOURSE","ROAD","STREET",0,2020,"Other injury accident"
"390430","T20200003126",2020-02-05,18:50:00,1,"Collision with vehicle",3,"Wednesday",2,"T intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.86433141,144.9835737,3182,"INKERMAN","STREET","GROVE",0,2020,"Other injury accident"
"390439","T20200003137",2020-02-08,11:45:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","050",3,"13","Bicycle","DAREBIN","DAREBIN",-37.75925417,145.0052144,3071,"RALEIGH","STREET","STREET",0,2020,"Other injury accident"
"390476","T20200003167",2020-02-10,18:10:00,1,"Collision with vehicle",1,"Monday",5,"Not at intersection","999",3,"13","Bicycle","MORELAND","MORELAND",-37.77731438,144.96051,3056,"ROYAL","PARADE","ROAD",25,2020,"Other injury accident"
"390486","T20200003173",2020-02-10,20:00:00,1,"Collision with vehicle",1,"Monday",1,"Cross intersection","060",3,"13","Bicycle","BRIMBANK","BRIMBANK",-37.78797551,144.8269276,3020,"ANDERSON","ROAD","ROAD",0,2020,"Other injury accident"
"390488","T20200003174",2020-02-10,18:35:00,1,"Collision with vehicle",1,"Monday",5,"Not at intersection","060",2,"13","Bicycle","DAREBIN","DAREBIN",-37.74489623,145.000403,3072,"BELL","STREET","STREET",35,2020,"Serious injury accident"
"390493","T20200003182",2020-02-11,07:27:00,6,"Vehicle overturned (no collision)",3,"Tuesday",5,"Not at intersection","050",2,"13","Bicycle","BANYULE","BANYULE",-37.69658549,145.1110523,3088,"SOMERLEIGH","CRESCENT","ROAD",131,2020,"Serious injury accident"
"390496","T20200003184",2020-02-09,18:40:00,1,"Collision with vehicle",0,"Sunday",5,"Not at intersection","040",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.843524,144.9948073,3141,"CHAPEL","STREET","STREET",19,2020,"Other injury accident"
"390499","T20200003187",2020-02-11,07:50:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","060",2,"13","Bicycle","GEELONG","GEELONG",-38.26166228,144.5559384,3226,"BONNYVALE","ROAD","STREET",73,2020,"Serious injury accident"
"390542","T20200003231",2020-02-05,06:55:00,1,"Collision with vehicle",3,"Wednesday",1,"Cross intersection","050",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.76625378,144.9163922,3039,"GROSVENOR","STREET","ROAD",0,2020,"Other injury accident"
"390561","T20200003240",2020-02-11,06:45:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","060",2,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.85086814,144.9808785,3004,"ST KILDA","ROAD","STREET",75,2020,"Serious injury accident"
"390577","T20200003258",2020-01-14,07:30:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","050",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.84717793,144.9940782,3181,"CHAPEL","STREET","ROAD",35,2020,"Other injury accident"
"390589","T20200003274",2020-02-12,07:50:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","060",3,"13","Bicycle","MONASH","MONASH,WHITEHORSE",-37.85757475,145.131544,3151,"HIGHBURY","ROAD","ROAD",10,2020,"Other injury accident"
"390590","T20200003274",2020-02-12,07:50:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","060",3,"13","Bicycle","MONASH","MONASH,WHITEHORSE",-37.85757475,145.131544,3149,"HIGHBURY","ROAD","ROAD",10,2020,"Other injury accident"
"390595","T20200003275",2020-02-12,07:45:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","080",2,"13","Bicycle","BAYSIDE","BAYSIDE",-37.90765146,145.0099102,3187,"NEPEAN","HIGHWAY","STREET",0,2020,"Serious injury accident"
"390602","T20200003291",2020-02-12,11:27:00,1,"Collision with vehicle",3,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.87155444,145.0157628,3161,"BALACLAVA","ROAD","AVENUE",19,2020,"Other injury accident"
"390604","T20200003293",2020-02-04,18:21:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","050",3,"13","Bicycle","BANYULE","BANYULE",-37.75592782,145.0637504,3084,"BURGUNDY","STREET","STREET",40,2020,"Other injury accident"
"390624","T20200003318",2020-02-09,13:40:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","040",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.84767095,144.9940012,3181,"CHAPEL","STREET","STREET",11,2020,"Other injury accident"
"390628","T20200003323",2020-02-12,06:30:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","999",3,"13","Bicycle","HOBSONS BAY","HOBSONS BAY",-37.86618842,144.8879477,3016,"VICTORIA","STREET","STREET",134,2020,"Other injury accident"
"390765","T20200003488",2020-02-12,13:50:00,1,"Collision with vehicle",3,"Wednesday",2,"T intersection","050",3,"13","Bicycle","DAREBIN","DAREBIN",-37.74001806,145.0000303,3072,"CRAMER","STREET","STREET",0,2020,"Other injury accident"
"390767","T20200003490",2020-02-12,18:58:00,1,"Collision with vehicle",3,"Wednesday",5,"Not at intersection","999",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.84799564,144.9939504,3181,"CHAPEL","STREET","STREET",25,2020,"Other injury accident"
"390791","T20200003509",2020-02-12,18:30:00,1,"Collision with vehicle",3,"Wednesday",5,"Not at intersection","050",2,"13","Bicycle","BOROONDARA","BOROONDARA",-37.80094509,145.0111803,3101,"BOATHOUSE","ROAD","BOULEVARD",124,2020,"Serious injury accident"
"390802","T20200003522",2020-02-14,13:10:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8066743,144.9630593,3053,"VICTORIA","STREET","STREET",14,2020,"Other injury accident"
"390803","T20200003522",2020-02-14,13:10:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8066743,144.9630593,3000,"VICTORIA","STREET","STREET",14,2020,"Other injury accident"
"390823","T20200003541",2020-02-05,13:00:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.81945155,145.0077844,3121,"BRIDGE","ROAD","STREET",43,2020,"Other injury accident"
"390841","T20200003564",2020-02-15,09:20:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","050",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.87059748,144.9917861,3183,"NIGHTINGALE","STREET","STREET",0,2020,"Other injury accident"
"390863","T20200003582",2020-02-15,11:55:00,1,"Collision with vehicle",7,"Saturday",5,"Not at intersection","040",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.86694574,144.9789299,3182,"CARLISLE","STREET","STREET",45,2020,"Other injury accident"
"390875","T20200003592",2020-02-15,11:00:00,7,"Fall from or in moving vehicle",7,"Saturday",5,"Not at intersection","080",2,"13","Bicycle","ALPINE","ALPINE",-36.92306824,147.0663868,3741,"GREAT ALPINE","ROAD","ROAD",1487,2020,"Serious injury accident"
"390882","T20200003598",2020-02-15,15:00:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","060",3,"13","Bicycle","BALLARAT","BALLARAT",-37.56226459,143.8410735,3350,"DANA","STREET","STREET",6,2020,"Other injury accident"
"390929","T20200003648",2020-02-16,07:15:00,1,"Collision with vehicle",0,"Sunday",2,"T intersection","080",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.92059024,145.0226022,3204,"NEPEAN","HIGHWAY","ROAD",6,2020,"Other injury accident"
"390948","T20200003661",2020-02-06,17:15:00,1,"Collision with vehicle",4,"Thursday",1,"Cross intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.82534941,144.9570452,3006,"CLARENDON","STREET","STREET",0,2020,"Other injury accident"
"390961","T20200003675",2020-02-16,16:00:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","060",2,"13","Bicycle","BAYSIDE","BAYSIDE",-37.98530587,145.0248788,3193,"BEACH","ROAD","AVENUE",53,2020,"Serious injury accident"
"390967","T20200003678",2020-02-16,14:00:00,1,"Collision with vehicle",0,"Sunday",5,"Not at intersection","050",3,"13","Bicycle","MORELAND","MORELAND",-37.7673398,144.9828057,3057,"BLYTH","STREET","STREET",63,2020,"Other injury accident"
"390996","T20200003717",2020-02-17,06:00:00,1,"Collision with vehicle",1,"Monday",5,"Not at intersection","999",3,"13","Bicycle","YARRA","YARRA",-37.78348953,144.9855413,3068,"SCOTCHMER","STREET","STREET",17,2020,"Other injury accident"
"391006","T20200003728",2020-02-17,10:24:00,1,"Collision with vehicle",2,"Monday",5,"Not at intersection","040",2,"13","Bicycle","DAREBIN","DAREBIN",-37.73951988,145.0037687,3072,"HIGH","STREET","AVENUE",82,2020,"Serious injury accident"
"391051","T20200003781",2020-01-29,08:30:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","050",2,"13","Bicycle","DAREBIN","DAREBIN",-37.78266932,145.0099082,3070,"WESTGARTH","STREET","STREET",0,2020,"Serious injury accident"
"391058","T20200003783",2020-02-17,08:45:00,4,"Collision with a fixed object",1,"Monday",5,"Not at intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79512853,144.9361848,3051,"MACAULAY","ROAD",NA,18,2020,"Other injury accident"
"391074","T20200003798",2020-02-17,16:55:00,1,"Collision with vehicle",1,"Monday",2,"T intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8133552,144.9436439,3008,"PALMYRA","WAY","ESPLANADE",10,2020,"Other injury accident"
"391084","T20200003812",2020-02-17,08:10:00,1,"Collision with vehicle",1,"Monday",2,"T intersection","060",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.85086369,144.985724,3181,"HIGH","STREET","STREET",0,2020,"Other injury accident"
"391113","T20200003849",2020-02-18,09:10:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",3,"13","Bicycle","KINGSTON","KINGSTON",-37.96925736,145.0870657,3194,"CENTRE DANDENONG","ROAD","ROAD",0,2020,"Other injury accident"
"391114","T20200003849",2020-02-18,09:10:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",3,"13","Bicycle","KINGSTON","KINGSTON",-37.96925736,145.0870657,3192,"CENTRE DANDENONG","ROAD","ROAD",0,2020,"Other injury accident"
"391115","T20200003852",2020-02-18,08:30:00,1,"Collision with vehicle",2,"Tuesday",1,"Cross intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.86045011,144.9840919,3182,"ST KILDA","ROAD","ROAD",0,2020,"Other injury accident"
"391119","T20200003855",2020-02-18,08:35:00,1,"Collision with vehicle",2,"Tuesday",1,"Cross intersection","050",2,"13","Bicycle","GEELONG","GEELONG",-38.17617084,144.3488007,3216,"FRANCIS","STREET","ROAD",0,2020,"Serious injury accident"
"391148","T20200003894",2020-02-12,06:50:00,1,"Collision with vehicle",3,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","MARIBYRNONG","MARIBYRNONG",-37.78792444,144.8901223,3011,"GORDON","STREET","STREET",57,2020,"Other injury accident"
"391197","T20200003944",2020-02-19,08:20:00,1,"Collision with vehicle",3,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.87216038,144.9895444,3184,"BRIGHTON ROAD SERVICE","ROAD","AVENUE",40,2020,"Other injury accident"
"391207","T20200003954",2020-01-22,16:00:00,6,"Vehicle overturned (no collision)",3,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","CARDINIA","CARDINIA",-38.07947635,145.4929905,3810,"RACECOURSE","ROAD","STREET",201,2020,"Other injury accident"
"391221","T20200003969",2020-02-19,15:00:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","MACEDON RANGES","MACEDON RANGES",-37.44929533,144.6733801,3431,"GAP","ROAD","ROAD",220,2020,"Other injury accident"
"391235","T20200003982",2020-02-06,08:33:00,1,"Collision with vehicle",5,"Thursday",5,"Not at intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81657845,144.9628134,3000,"COLLINS","STREET","STREET",115,2020,"Other injury accident"
"391256","T20200004003",2020-02-17,08:40:00,1,"Collision with vehicle",1,"Monday",5,"Not at intersection","050",2,"13","Bicycle","STONNINGTON","STONNINGTON",-37.85088257,145.002758,3181,"WILLIAMS","ROAD","TERRACE",11,2020,"Serious injury accident"
"391258","T20200004004",2020-01-17,13:00:00,1,"Collision with vehicle",5,"Friday",1,"Cross intersection","999",3,"13","Bicycle","GEELONG","GEELONG",-38.1097684,144.334698,3214,"SEPARATION","STREET","STREET",0,2020,"Other injury accident"
"391299","T20200004040",2020-02-20,08:30:00,1,"Collision with vehicle",4,"Thursday",2,"T intersection","040",3,"13","Bicycle","KINGSTON","KINGSTON",-37.98779303,145.0698591,3194,"COMO","PARADE","STREET",0,2020,"Other injury accident"
"391311","T20200004047",2020-02-20,07:50:00,8,"No collision and no object struck",4,"Thursday",5,"Not at intersection","060",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.78339561,144.935628,3031,"MT ALEXANDER","ROAD","STREET",12,2020,"Other injury accident"
"391312","T20200004047",2020-02-20,07:50:00,8,"No collision and no object struck",4,"Thursday",5,"Not at intersection","060",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.78339561,144.935628,3032,"MT ALEXANDER","ROAD","STREET",12,2020,"Other injury accident"
"391314","T20200004050",2020-01-25,07:10:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","999",3,"13","Bicycle","BANYULE","BANYULE",-37.76022763,145.0515499,3079,"UPPER HEIDELBERG","ROAD","AVENUE",24,2020,"Other injury accident"
"391349","T20200004088",2020-02-18,17:30:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","999",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.87821852,145.0477056,3145,"DANDENONG","ROAD","ROAD",12,2020,"Other injury accident"
"391373","T20200004112",2020-02-20,07:20:00,1,"Collision with vehicle",4,"Thursday",1,"Cross intersection","060",3,"13","Bicycle","MORNINGTON PENINSULA","MORNINGTON PENINSULA",-38.23891507,145.0659107,3931,"MORNINGTON-TYABB","ROAD","ROAD",0,2020,"Other injury accident"
"391410","T20200004157",2020-02-13,16:45:00,1,"Collision with vehicle",4,"Thursday",2,"T intersection","999",3,"13","Bicycle","DAREBIN","DAREBIN",-37.75758193,144.9881066,3071,"LEINSTER","GROVE","STREET",0,2020,"Other injury accident"
"391440","T20200004186",2020-02-21,07:13:00,1,"Collision with vehicle",5,"Friday",1,"Cross intersection","080",3,"13","Bicycle","KINGSTON","KINGSTON",-37.94519464,145.043238,3190,"NEPEAN","HIGHWAY","ROAD",0,2020,"Other injury accident"
"391441","T20200004186",2020-02-21,07:13:00,1,"Collision with vehicle",5,"Friday",1,"Cross intersection","080",3,"13","Bicycle","KINGSTON","KINGSTON",-37.94519464,145.043238,3189,"NEPEAN","HIGHWAY","ROAD",0,2020,"Other injury accident"
"391497","T20200004256",2020-02-22,10:50:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","060",3,"13","Bicycle","GEELONG","GEELONG",-38.09848792,144.3338997,3214,"ANAKIE","ROAD","AVENUE",0,2020,"Other injury accident"
"391504","T20200004262",2020-02-21,23:00:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","999",3,"13","Bicycle","YARRA","YARRA",-37.82449551,144.9981439,3121,"CHURCH","STREET","GROVE",13,2020,"Other injury accident"
"391513","T20200004275",2020-02-22,11:25:00,1,"Collision with vehicle",6,"Saturday",2,"T intersection","060",3,"13","Bicycle","MORELAND","MORELAND",-37.76879454,144.9613099,3056,"ALBERT","STREET","STREET",0,2020,"Other injury accident"
"391544","T20200004322",2020-02-13,12:11:00,8,"No collision and no object struck",4,"Thursday",1,"Cross intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.81324614,145.0001486,3121,"CHURCH","STREET","STREET",0,2020,"Other injury accident"
"391556","T20200004334",2020-02-23,12:30:00,1,"Collision with vehicle",0,"Sunday",4,"Multiple intersection","060",3,"13","Bicycle","BOROONDARA","BOROONDARA",-37.79932805,145.0506283,3102,"VALERIE","STREET","ROAD",0,2020,"Other injury accident"
"391557","T20200004335",2020-02-22,08:15:00,1,"Collision with vehicle",7,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","MORNINGTON PENINSULA","MORNINGTON PENINSULA",-38.21845466,145.0331947,3931,"ESPLANADE",NA,"STREET",42,2020,"Other injury accident"
"391585","T20200004358",2020-02-23,12:50:00,8,"No collision and no object struck",0,"Sunday",1,"Cross intersection","050",3,"13","Bicycle","HOBSONS BAY","HOBSONS BAY",-37.8667562,144.8984124,3016,"GIFFARD","STREET","STREET",0,2020,"Other injury accident"
"391598","T20200004373",2020-02-23,19:45:00,1,"Collision with vehicle",0,"Sunday",2,"T intersection","040",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.8609766,144.9753406,3182,"FITZROY","STREET","LANE",0,2020,"Other injury accident"
"391617","T20200004392",2020-02-21,11:20:00,1,"Collision with vehicle",6,"Friday",1,"Cross intersection","050",3,"13","Bicycle","MORELAND","MORELAND",-37.76729832,144.9490118,3055,"ALBERT","STREET","STREET",0,2020,"Other injury accident"
"391623","T20200004401",2020-02-24,07:30:00,1,"Collision with vehicle",1,"Monday",5,"Not at intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8145097,144.9698911,3000,"COLLINS","STREET","PARADE",12,2020,"Other injury accident"
"391657","T20200004445",2020-02-11,17:30:00,1,"Collision with vehicle",3,"Tuesday",1,"Cross intersection","060",3,"13","Bicycle","BALLARAT","BALLARAT",-37.56701424,143.894039,3350,"EUREKA","STREET","STREET",0,2020,"Other injury accident"
"391664","T20200004452",2020-02-24,18:20:00,1,"Collision with vehicle",1,"Monday",1,"Cross intersection","060",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.8993974,145.0551251,3163,"KOORNANG","ROAD","ROAD",0,2020,"Other injury accident"
"391675","T20200004461",2020-02-24,18:49:00,1,"Collision with vehicle",1,"Monday",5,"Not at intersection","999",3,"13","Bicycle","MORELAND","MORELAND",-37.77732126,144.9605106,3056,"ROYAL","PARADE","ROAD",26,2020,"Other injury accident"
"391703","T20200004488",2020-02-08,18:00:00,1,"Collision with vehicle",6,"Saturday",2,"T intersection","050",2,"13","Bicycle","STONNINGTON","STONNINGTON",-37.84362778,144.9947863,3141,"CHAPEL","STREET","STREET",7,2020,"Serious injury accident"
"391705","T20200004489",2020-02-20,19:15:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.81819584,144.9957343,3121,"BRIDGE","ROAD","TERRACE",10,2020,"Other injury accident"
"391707","T20200004490",2020-02-25,08:45:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","040",3,"13","Bicycle","MANNINGHAM","MANNINGHAM",-37.77765468,145.2128494,3114,"PARK","ROAD","AVENUE",87,2020,"Other injury accident"
"391716","T20200004495",2020-02-24,08:20:00,1,"Collision with vehicle",2,"Monday",5,"Not at intersection","040",3,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.81969547,145.1354887,3128,"WHITEHORSE ROAD SERVICE","ROAD","LANE",19,2020,"Other injury accident"
"391717","T20200004496",2020-02-24,15:20:00,1,"Collision with vehicle",2,"Monday",1,"Cross intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.78917508,144.940026,3051,"RACECOURSE","ROAD","ROAD",0,2020,"Other injury accident"
"391740","T20200004511",2020-02-25,09:11:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","040",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.78255061,144.9339627,3031,"MT ALEXANDER","ROAD","STREET",0,2020,"Other injury accident"
"391741","T20200004511",2020-02-25,09:11:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","040",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.78255061,144.9339627,3032,"MT ALEXANDER","ROAD","STREET",0,2020,"Other injury accident"
"391752","T20200004526",2020-02-18,13:45:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","060",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.87217376,145.0629249,3145,"MALVERN","ROAD","CRESCENT",52,2020,"Other injury accident"
"391758","T20200004534",2020-02-25,17:45:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","040",3,"13","Bicycle","BALLARAT","BALLARAT",-37.58353083,143.7991346,3358,"GREENHALGHS","ROAD","BOULEVARD",0,2020,"Other injury accident"
"391773","T20200004543",2020-02-25,18:45:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE,YARRA",-37.78011344,144.962832,3054,"BOWEN","CRESCENT","STREET",0,2020,"Other injury accident"
"391776","T20200004545",2020-02-25,20:35:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","040",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.85634126,144.9925142,3181,"CHAPEL","STREET","STREET",39,2020,"Other injury accident"
"391780","T20200004549",2020-02-25,20:55:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","050",2,"13","Bicycle","BASS COAST","BASS COAST",-38.52389936,145.3323202,3925,"TAMPA","ROAD","AVENUE",134,2020,"Serious injury accident"
